symbol,date,open,low,high,close,volume
AMD,2020-07-17 15:15:00,54.9883,55.0963,55.0548,55.1925,286247
AMD,2020-07-17 15:20:00,55.2259,54.9917,55.0117,54.7814,208526
AMD,2020-07-17 15:25:00,55.0557,55.0796,55.174,55.0406,195940
AMD,2020-07-17 15:30:00,55.1336,55.1442,55.1433,55.0728,282461
AMD,2020-07-17 15:35:00,55.0156,55.0323,55.078,55.1961,461004
AMD,2020-07-17 15:40:00,55.11,54.8924,55.4395,55.0123,256028
AMD,2020-07-17 15:45:00,55.0405,54.8242,55.0458,54.8608,379345
AMD,2020-07-17 15:50:00,55.088,55.097,55.1106,55.0494,626076
AMD,2020-07-17 15:55:00,55.0646,55.028,54.7992,55.0116,792402
AMD,2020-07-20 09:30:00,55.2812,54.9639,55.6535,55.3229,1323179
AMD,2020-07-20 09:35:00,55.0911,54.8129,55.3534,54.8405,897354
AMD,2020-07-20 09:40:00,54.8895,54.6604,55.0096,54.8724,782557
AMD,2020-07-20 09:45:00,54.8957,54.8128,55.1966,55.1877,859932
AMD,2020-07-20 09:50:00,54.8793,54.9933,55.2866,55.2093,573877
AMD,2020-07-20 09:55:00,55.2734,55.1053,55.4114,55.3023,858694
AMD,2020-07-20 10:00:00,55.4175,55.3472,55.3715,55.4057,648177
AMD,2020-07-20 10:05:00,55.5803,55.3715,55.7402,55.6201,941817
AMD,2020-07-20 10:10:00,56.0128,55.902,55.9299,55.7365,726452
AMD,2020-07-20 10:15:00,55.8709,55.7291,56.0635,55.8483,629409
AMD,2020-07-20 10:20:00,56.1812,55.9692,55.9565,55.9317,799444
AMD,2020-07-20 10:25:00,55.6873,55.8489,56.0441,55.8595,497833
AMD,2020-07-20 10:30:00,55.8646,55.8913,55.9568,55.882,615954
AMD,2020-07-20 10:35:00,55.9582,55.929,56.223,55.8861,591148
AMD,2020-07-20 10:40:00,56.0501,55.9172,56.1414,56.0557,657551
AMD,2020-07-20 10:45:00,56.2771,56.0873,56.3677,56.225,691602
AMD,2020-07-20 10:50:00,56.1842,56.123,56.2352,56.3272,605761
AMD,2020-07-20 10:55:00,56.2055,55.8734,56.3309,56.24,416516
AMD,2020-07-20 11:00:00,55.9709,56.049,56.0564,56.0789,368598
AMD,2020-07-20 11:05:00,55.9958,56.444,55.943,55.9251,369710
AMD,2020-07-20 11:10:00,56.2587,56.1815,56.42,56.3537,758288
AMD,2020-07-20 11:15:00,56.3446,56.4441,56.585,56.479,839598
AMD,2020-07-20 11:20:00,56.6013,56.3813,56.5914,56.5451,744633
AMD,2020-07-20 11:25:00,56.5207,56.3802,56.7268,56.7582,767090
AMD,2020-07-20 11:30:00,56.7131,56.7977,56.9935,56.8692,1006741
AMD,2020-07-20 11:35:00,56.6895,56.7328,57.164,57.0413,1345372
AMD,2020-07-20 11:40:00,56.7206,56.8591,56.8654,56.8924,862641
AMD,2020-07-20 11:45:00,56.7355,56.8142,56.9493,56.9011,757869
AMD,2020-07-20 11:50:00,56.8873,56.8168,57.0542,56.8713,581806
AMD,2020-07-20 11:55:00,56.715,56.6687,56.7092,56.7121,646873
AMD,2020-07-20 12:00:00,56.7687,56.6746,56.8335,56.8838,587586
AMD,2020-07-20 12:05:00,57.0028,56.8516,57.0046,56.7346,575912
AMD,2020-07-20 12:10:00,56.6859,56.6412,56.8351,56.7363,372221
AMD,2020-07-20 12:15:00,56.7869,56.5002,56.9128,56.6049,319844
AMD,2020-07-20 12:20:00,56.7142,56.6694,57.0652,56.713,340138
AMD,2020-07-20 12:25:00,56.6385,56.7789,56.6352,56.5656,294562
AMD,2020-07-20 12:30:00,56.5523,56.5204,56.8164,56.6705,572233
AMD,2020-07-20 12:35:00,56.7452,56.3946,56.8192,56.637,359139
AMD,2020-07-20 12:40:00,56.7396,56.5855,56.5009,56.6075,288873
AMD,2020-07-20 12:45:00,56.5593,56.2086,56.5273,56.3265,421796
AMD,2020-07-20 12:50:00,56.7152,56.4811,56.6362,56.7977,413658
AMD,2020-07-20 12:55:00,56.5629,56.5089,56.7213,56.5143,303145
AMD,2020-07-20 13:00:00,56.5073,56.5027,56.7041,56.6197,351197
AMD,2020-07-20 13:05:00,56.6427,56.6372,56.6713,56.5632,306174
AMD,2020-07-20 13:10:00,56.677,56.6436,56.5656,56.6465,261432
AMD,2020-07-20 13:15:00,56.7071,56.692,57.0002,56.7677,264440
AMD,2020-07-20 13:20:00,56.6925,56.4163,56.6254,56.3649,200752
AMD,2020-07-20 13:25:00,56.5159,56.3368,56.415,56.5164,214354
AMD,2020-07-20 13:30:00,56.7104,56.6124,56.5149,56.5681,170213
AMD,2020-07-20 13:35:00,56.3597,56.512,56.7115,56.7287,203791
AMD,2020-07-20 13:40:00,56.7562,56.5773,56.6609,56.7646,322028
AMD,2020-07-20 13:45:00,56.6682,56.7035,56.7282,56.842,281244
AMD,2020-07-20 13:50:00,56.9094,56.6088,56.7449,56.5263,357222
AMD,2020-07-20 13:55:00,56.683,56.5315,56.5953,56.4337,225779
AMD,2020-07-20 14:00:00,56.2991,56.3598,56.7322,56.7169,265336
AMD,2020-07-20 14:05:00,56.9289,56.6292,56.6171,56.6521,516742
AMD,2020-07-20 14:10:00,56.9312,56.8554,57.144,56.8819,399780
AMD,2020-07-20 14:15:00,56.9231,56.7628,57.1285,57.1121,335295
AMD,2020-07-20 14:20:00,56.986,56.8369,57.256,57.1903,923297
AMD,2020-07-20 14:25:00,57.2659,57.1895,57.0315,57.1911,446401
AMD,2020-07-20 14:30:00,56.8861,56.9743,57.3471,57.0475,535414
AMD,2020-07-20 14:35:00,57.0331,57.1312,56.8405,57.0477,540177
AMD,2020-07-20 14:40:00,57.1217,57.2594,57.312,57.1428,341428
AMD,2020-07-20 14:45:00,57.0918,57.1235,57.2186,57.1277,344586
AMD,2020-07-20 14:50:00,56.886,57.0582,57.1188,57.167,213535
AMD,2020-07-20 14:55:00,57.0858,57.0224,57.0399,57.2112,214432
AMD,2020-07-20 15:00:00,57.1395,57.3212,57.1344,57.182,397972
AMD,2020-07-20 15:05:00,56.9793,57.1845,57.3894,57.3445,421595
AMD,2020-07-20 15:10:00,56.9063,57.1088,57.2015,57.1553,334698
AMD,2020-07-20 15:15:00,57.0674,57.1642,57.0535,57.1313,459641
AMD,2020-07-20 15:20:00,57.3338,57.0821,57.087,57.1463,532000
AMD,2020-07-20 15:25:00,57.2243,57.0571,57.3774,57.1362,622764
AMD,2020-07-20 15:30:00,57.1704,57.2126,57.3326,57.1612,556946
AMD,2020-07-20 15:35:00,57.1576,57.2059,57.3726,57.544,533416
AMD,2020-07-20 15:40:00,57.3454,56.979,57.2963,57.3698,462126
AMD,2020-07-20 15:45:00,57.2096,57.1247,57.2381,57.1759,521093
AMD,2020-07-20 15:50:00,57.2927,57.0953,57.7293,57.5137,1354997
AMD,2020-07-20 15:55:00,57.3677,57.4707,57.4598,57.4302,2087906
AMD,2020-07-21 09:30:00,57.5977,57.819,58.3511,58.4524,2821264
AMD,2020-07-21 09:35:00,58.4375,57.624,58.5085,57.8142,1916681
AMD,2020-07-21 09:40:00,57.9902,57.0336,57.8436,57.2889,1742216
AMD,2020-07-21 09:45:00,57.4351,57.3667,57.6339,57.4999,1217742
AMD,2020-07-21 09:50:00,57.4808,57.1139,57.6659,57.5844,1080115
AMD,2020-07-21 09:55:00,57.2887,57.5917,57.7123,57.3956,1112427
AMD,2020-07-21 10:00:00,57.7785,57.1955,57.6165,57.4334,849260
AMD,2020-07-21 10:05:00,57.5699,56.9739,57.5782,56.9819,806307
AMD,2020-07-21 10:10:00,57.1618,56.8313,57.1749,57.2583,1041993
AMD,2020-07-21 10:15:00,56.8314,57.1258,57.447,57.397,928073
AMD,2020-07-21 10:20:00,57.1466,57.343,57.4832,57.3953,800482
AMD,2020-07-21 10:25:00,57.2934,56.9218,57.2617,57.0151,918115
AMD,2020-07-21 10:30:00,57.105,57.0557,57.5405,57.0637,549904
AMD,2020-07-21 10:35:00,56.9722,56.9525,57.0019,56.8074,505541
AMD,2020-07-21 10:40:00,56.9179,56.7376,57.1232,56.5869,764425
AMD,2020-07-21 10:45:00,56.6636,56.5427,57.03,56.6874,545956
AMD,2020-07-21 10:50:00,56.619,56.8738,57.0726,56.7735,530846
AMD,2020-07-21 10:55:00,57.1269,56.7156,57.0475,56.722,930354
AMD,2020-07-21 11:00:00,56.7248,56.6344,57.0554,56.9086,484362
AMD,2020-07-21 11:05:00,56.823,56.5816,56.864,56.8067,572148
AMD,2020-07-21 11:10:00,56.6374,56.3737,56.5126,56.7143,789250
AMD,2020-07-21 11:15:00,56.9083,56.4686,56.8528,56.8468,587330
AMD,2020-07-21 11:20:00,56.9388,56.6309,56.7091,56.8074,542698
AMD,2020-07-21 11:25:00,56.7223,56.6205,56.8571,56.6186,539500
AMD,2020-07-21 11:30:00,56.5731,56.7132,56.5951,56.4354,322316
AMD,2020-07-21 11:35:00,56.7155,56.5572,56.6049,56.6632,356808
AMD,2020-07-21 11:40:00,56.5851,56.7612,56.5701,56.6406,319012
AMD,2020-07-21 11:45:00,56.771,56.6644,56.8699,56.4677,371722
AMD,2020-07-21 11:50:00,56.7252,56.5292,56.6622,56.4542,338946
AMD,2020-07-21 11:55:00,56.7836,56.2837,56.5894,56.3769,767877
AMD,2020-07-21 12:00:00,56.4436,56.5059,56.8397,56.6251,424318
AMD,2020-07-21 12:05:00,56.5976,56.3383,56.7332,56.5146,271407
AMD,2020-07-21 12:10:00,56.6145,56.5323,56.8765,56.6088,326728
AMD,2020-07-21 12:15:00,56.9526,56.8376,56.9785,56.7492,291698
AMD,2020-07-21 12:20:00,56.8229,56.7076,56.6844,57.0124,280420
AMD,2020-07-21 12:25:00,56.896,56.7425,57.0321,56.9924,252064
AMD,2020-07-21 12:30:00,56.8263,56.8966,57.0249,56.8939,321914
AMD,2020-07-21 12:35:00,56.8773,56.7141,57.0013,56.8609,217918
AMD,2020-07-21 12:40:00,56.9994,56.8177,56.8669,57.0632,310615
AMD,2020-07-21 12:45:00,56.9524,56.766,57.2058,56.8863,266043
AMD,2020-07-21 12:50:00,56.953,56.7408,56.9248,56.9266,134721
AMD,2020-07-21 12:55:00,56.8695,56.7254,56.8069,56.8036,211824
AMD,2020-07-21 13:00:00,56.9184,56.8655,56.9726,56.8642,216474
AMD,2020-07-21 13:05:00,56.9508,57.0565,57.2198,57.0625,356362
AMD,2020-07-21 13:10:00,56.8864,57.0002,56.8493,57.0713,163919
AMD,2020-07-21 13:15:00,57.0403,56.9118,57.1139,57.1575,246766
AMD,2020-07-21 13:20:00,56.8835,57.0532,57.0944,56.9835,271252
AMD,2020-07-21 13:25:00,56.9418,57.1319,57.2474,57.4083,313132
AMD,2020-07-21 13:30:00,57.214,57.2067,57.4844,57.2126,355832
AMD,2020-07-21 13:35:00,57.3906,57.2073,57.1853,57.1627,475850
AMD,2020-07-21 13:40:00,57.1047,57.0882,57.1837,57.2707,291021
AMD,2020-07-21 13:45:00,57.3701,57.1175,57.0143,57.3098,441582
AMD,2020-07-21 13:50:00,57.2636,57.366,57.2835,57.3608,498370
AMD,2020-07-21 13:55:00,57.617,57.4256,57.316,57.5904,424460
AMD,2020-07-21 14:00:00,57.5448,57.4868,57.4938,57.5894,518310
AMD,2020-07-21 14:05:00,57.402,57.3979,57.6542,57.5197,483467
AMD,2020-07-21 14:10:00,57.5809,57.6202,57.6907,57.7509,305366
AMD,2020-07-21 14:15:00,57.6385,57.4587,57.5334,57.4908,337505
AMD,2020-07-21 14:20:00,57.3753,57.4304,57.7957,57.6061,312079
AMD,2020-07-21 14:25:00,57.5345,57.3998,57.5442,57.3558,230043
AMD,2020-07-21 14:30:00,57.383,57.1311,57.5055,57.2889,389572
AMD,2020-07-21 14:35:00,57.4408,57.2668,57.5099,57.3991,238963
AMD,2020-07-21 14:40:00,57.3753,57.2204,57.3838,57.2224,314838
AMD,2020-07-21 14:45:00,57.3942,57.1272,57.2145,57.3184,412269
AMD,2020-07-21 14:50:00,57.3592,57.1723,57.5326,57.6055,223356
AMD,2020-07-21 14:55:00,57.4488,57.6278,57.5257,57.1,254221
AMD,2020-07-21 15:00:00,57.4879,57.4422,57.6477,57.1751,202063
AMD,2020-07-21 15:05:00,57.3938,57.228,57.3444,56.9453,382326
AMD,2020-07-21 15:10:00,57.2413,56.717,57.2175,56.9219,558162
AMD,2020-07-21 15:15:00,56.9195,56.862,57.0247,56.7807,402502
AMD,2020-07-21 15:20:00,56.9341,56.7575,56.8277,56.8356,489323
AMD,2020-07-21 15:25:00,56.7516,56.6315,57.0452,56.8364,464481
AMD,2020-07-21 15:30:00,56.6454,56.5466,57.0063,56.7964,390190
AMD,2020-07-21 15:35:00,56.6964,56.718,56.8643,56.6801,427709
AMD,2020-07-21 15:40:00,56.7847,56.6072,56.9666,56.779,453688
AMD,2020-07-21 15:45:00,56.924,56.7714,56.9125,57.122,811419
AMD,2020-07-21 15:50:00,57.0274,56.5792,56.842,56.8462,715797
AMD,2020-07-21 15:55:00,56.7889,56.8049,56.9486,56.8787,1155782
AMD,2020-07-22 09:30:00,56.8983,56.9549,57.6957,57.3204,1476742
AMD,2020-07-22 09:35:00,57.6136,57.3312,57.8796,57.6055,1617218
AMD,2020-07-22 09:40:00,57.9386,57.5037,57.9317,57.7011,1280113
AMD,2020-07-22 09:45:00,57.6882,57.5113,58.1381,57.987,1381891
AMD,2020-07-22 09:50:00,58.0745,57.9672,58.338,58.4621,1686199
AMD,2020-07-22 09:55:00,58.4564,58.3576,58.8121,58.604,2673214
AMD,2020-07-22 10:00:00,58.5672,58.7412,59.9744,59.8492,6307057
AMD,2020-07-22 10:05:00,59.9749,59.585,60.1719,59.9596,4116053
AMD,2020-07-22 10:10:00,59.8908,59.9178,60.2495,60.2651,5976544
AMD,2020-07-22 10:15:00,60.3732,60.1908,60.7653,60.5612,3665168
AMD,2020-07-22 10:20:00,60.8423,60.3721,60.963,60.5982,3436305
AMD,2020-07-22 10:25:00,60.6154,60.2212,60.6358,60.2046,3151038
AMD,2020-07-22 10:30:00,60.5171,60.3498,60.6196,60.4832,2799603
AMD,2020-07-22 10:35:00,60.9446,60.6216,61.2365,61.2599,4537105
AMD,2020-07-22 10:40:00,61.328,60.6938,61.2563,60.6485,2603126
AMD,2020-07-22 10:45:00,60.968,60.2586,60.8751,60.6594,2461889
AMD,2020-07-22 10:50:00,60.6066,60.309,60.746,60.4545,2037699
AMD,2020-07-22 10:55:00,60.3287,60.5277,61.1164,60.7934,2550310
AMD,2020-07-22 11:00:00,61.0731,60.6187,61.0559,61.0214,1888446
AMD,2020-07-22 11:05:00,61.2087,60.4675,61.1723,60.5647,1938935
AMD,2020-07-22 11:10:00,60.5656,60.3349,60.497,60.3245,1587976
AMD,2020-07-22 11:15:00,60.2163,60.1911,60.5802,60.522,1841155
AMD,2020-07-22 11:20:00,60.4132,60.4227,60.6677,60.4315,1279253
AMD,2020-07-22 11:25:00,60.5848,60.4737,60.7165,60.3768,852392
AMD,2020-07-22 11:30:00,60.7597,60.4642,61.2563,60.9522,2078348
AMD,2020-07-22 11:35:00,60.8956,60.6456,61.195,61.0874,1799285
AMD,2020-07-22 11:40:00,61.1522,61.1636,61.4764,61.5127,2008701
AMD,2020-07-22 11:45:00,61.4703,61.4872,61.4199,61.39,1349631
AMD,2020-07-22 11:50:00,61.4656,61.3416,61.8119,61.6836,1452778
AMD,2020-07-22 11:55:00,61.7423,61.3188,61.7658,61.4561,2005661
AMD,2020-07-22 12:00:00,61.6897,61.2697,61.7259,61.4382,1811162
AMD,2020-07-22 12:05:00,61.209,61.3111,61.623,61.6039,1370403
AMD,2020-07-22 12:10:00,61.3019,61.6153,61.7482,61.8,1428934
AMD,2020-07-22 12:15:00,61.6136,61.4652,61.67,61.2418,1058582
AMD,2020-07-22 12:20:00,61.7545,61.1479,61.7728,61.3336,1525418
AMD,2020-07-22 12:25:00,61.4399,61.1926,61.3444,61.3766,1178780
AMD,2020-07-22 12:30:00,61.5045,61.1423,61.4058,61.1944,1553823
AMD,2020-07-22 12:35:00,61.1785,61.1053,61.4692,61.0641,1252424
AMD,2020-07-22 12:40:00,61.1362,61.0913,61.4582,61.3003,1368986
AMD,2020-07-22 12:45:00,61.2064,60.9333,61.3182,61.0115,1210281
AMD,2020-07-22 12:50:00,60.9851,61.0857,61.179,60.9119,1472877
AMD,2020-07-22 12:55:00,60.8361,61.1286,61.6259,61.3396,2035318
AMD,2020-07-22 13:00:00,61.4708,61.0268,61.5337,61.2868,1743538
AMD,2020-07-22 13:05:00,61.6752,61.2951,61.3466,61.4644,1298678
AMD,2020-07-22 13:10:00,61.3189,61.2382,61.5133,61.6561,1429695
AMD,2020-07-22 13:15:00,61.6817,61.3083,61.5142,61.6767,833437
AMD,2020-07-22 13:20:00,61.5043,61.3841,61.6645,61.5941,1175623
AMD,2020-07-22 13:25:00,61.7281,61.3651,61.5768,61.3415,953687
AMD,2020-07-22 13:30:00,61.5711,60.8188,61.4221,61.2504,1217944
AMD,2020-07-22 13:35:00,61.2991,61.2776,61.4315,61.6191,824551
AMD,2020-07-22 13:40:00,61.4961,61.5245,61.8039,61.5912,1735865
AMD,2020-07-22 13:45:00,61.5415,61.4907,61.7634,61.385,787779
AMD,2020-07-22 13:50:00,61.5848,61.0829,61.5073,61.3757,1013360
AMD,2020-07-22 13:55:00,61.4051,61.0923,61.51,61.3774,914210
AMD,2020-07-22 14:00:00,61.3645,61.199,61.7742,61.6962,1489068
AMD,2020-07-22 14:05:00,61.6918,61.6601,61.6698,61.6318,819929
AMD,2020-07-22 14:10:00,61.6384,61.3878,61.5189,61.4947,1245907
AMD,2020-07-22 14:15:00,61.2872,61.2518,61.6718,61.3162,1241876
AMD,2020-07-22 14:20:00,61.5059,60.9442,61.5742,61.1955,1777883
AMD,2020-07-22 14:25:00,61.1428,61.0695,61.3606,61.4804,1213288
AMD,2020-07-22 14:30:00,61.4297,61.0451,61.599,61.3606,1046262
AMD,2020-07-22 14:35:00,61.1945,61.0663,61.5728,61.5924,874897
AMD,2020-07-22 14:40:00,61.5072,61.2891,61.5867,61.6754,634721
AMD,2020-07-22 14:45:00,61.0061,61.5336,61.5328,61.5536,617266
AMD,2020-07-22 14:50:00,61.3682,61.1918,61.3568,61.3586,380019
AMD,2020-07-22 14:55:00,61.4801,61.1709,61.385,61.3906,690225
AMD,2020-07-22 15:00:00,61.214,61.3707,61.6257,61.2763,532144
AMD,2020-07-22 15:05:00,61.5207,61.4421,61.727,61.7768,900913
AMD,2020-07-22 15:10:00,61.6723,61.835,61.8945,61.9572,1302717
AMD,2020-07-22 15:15:00,62.0098,61.7295,61.8338,61.7741,1478071
AMD,2020-07-22 15:20:00,61.6754,61.4125,61.8338,61.7587,947738
AMD,2020-07-22 15:25:00,61.6188,61.6171,61.8194,61.9266,1347535
AMD,2020-07-22 15:30:00,62.0496,61.6723,62.0563,61.6745,1371301
AMD,2020-07-22 15:35:00,61.6429,61.7005,61.7252,62.0614,978501
AMD,2020-07-22 15:40:00,62.0601,61.7296,61.9976,62.0792,1094153
AMD,2020-07-22 15:45:00,61.6498,61.8257,62.0763,61.9215,998095
AMD,2020-07-22 15:50:00,61.9019,61.639,62.1266,61.7193,1345118
AMD,2020-07-22 15:55:00,61.7976,61.7488,61.9408,61.7177,1847279
AMD,2020-07-23 09:30:00,61.4613,61.2686,62.1788,61.181,4045584
AMD,2020-07-23 09:35:00,61.401,60.8344,61.4371,60.6578,2751348
AMD,2020-07-23 09:40:00,60.6925,60.6528,61.1167,61.3524,2180894
AMD,2020-07-23 09:45:00,61.1661,61.0495,61.5044,61.3291,1761509
AMD,2020-07-23 09:50:00,61.3089,61.3603,61.7107,61.0007,1712731
AMD,2020-07-23 09:55:00,61.44,60.9444,61.4751,61.402,1247880
AMD,2020-07-23 10:00:00,61.2605,61.234,61.8632,61.5531,1586123
AMD,2020-07-23 10:05:00,61.5948,61.435,61.6743,61.8031,1127714
AMD,2020-07-23 10:10:00,61.7838,61.1508,61.6224,61.1619,1582581
AMD,2020-07-23 10:15:00,61.1138,60.7397,61.4216,60.7358,1286480
AMD,2020-07-23 10:20:00,60.7514,60.8514,61.0294,61.094,1147263
AMD,2020-07-23 10:25:00,61.1675,61.1779,61.2081,60.8767,872743
AMD,2020-07-23 10:30:00,61.0651,60.9707,61.4864,61.3708,1350020
AMD,2020-07-23 10:35:00,61.6322,61.5685,61.7094,61.8194,1198763
AMD,2020-07-23 10:40:00,61.2199,61.7386,61.7944,61.7084,933279
AMD,2020-07-23 10:45:00,61.8007,61.725,61.9902,62.1758,1142111
AMD,2020-07-23 10:50:00,61.7186,61.8083,62.1469,61.778,1693678
AMD,2020-07-23 10:55:00,61.7425,61.4045,61.6262,61.6745,917246
AMD,2020-07-23 11:00:00,61.7776,61.6004,62.1205,61.6238,917030
AMD,2020-07-23 11:05:00,61.4459,61.4586,61.773,61.6447,1426673
AMD,2020-07-23 11:10:00,61.5193,61.5762,61.9114,61.8414,804187
AMD,2020-07-23 11:15:00,61.7964,61.9043,61.9599,62.0633,966991
AMD,2020-07-23 11:20:00,62.0263,61.9249,62.1068,61.9652,754383
AMD,2020-07-23 11:25:00,61.9261,61.836,61.9,61.9813,764021
AMD,2020-07-23 11:30:00,62.1563,61.838,61.9778,62.0018,536136
AMD,2020-07-23 11:35:00,61.9408,61.6697,61.7997,61.7511,591614
AMD,2020-07-23 11:40:00,61.9869,61.8431,62.0551,61.7042,506515
AMD,2020-07-23 11:45:00,61.6912,61.4116,61.6694,61.5974,573462
AMD,2020-07-23 11:50:00,61.4066,61.2358,61.4493,61.2392,1305267
AMD,2020-07-23 11:55:00,61.0414,60.8909,61.3545,61.2448,1217714
AMD,2020-07-23 12:00:00,61.262,60.2654,61.1073,60.69,1733515
AMD,2020-07-23 12:05:00,60.8087,60.2504,60.7918,60.5638,1869654
AMD,2020-07-23 12:10:00,60.443,60.2489,60.6523,60.6654,1865651
AMD,2020-07-23 12:15:00,60.5154,60.2481,60.5209,60.5467,1080536
AMD,2020-07-23 12:20:00,60.4623,60.1991,60.7781,60.0936,1281577
AMD,2020-07-23 12:25:00,60.0043,60.0267,60.453,60.3803,1034456
AMD,2020-07-23 12:30:00,60.2258,59.6486,60.6252,59.6869,2099558
AMD,2020-07-23 12:35:00,59.5407,59.6788,59.793,59.6919,1830054
