symbol,date,open,low,high,close,volume
AMD,2020-12-23 14:10:00,92.3131,92.1619,92.5433,92.1545,224238
AMD,2020-12-23 14:15:00,92.2674,92.2363,92.2174,92.7126,205201
AMD,2020-12-23 14:20:00,92.3677,92.5033,92.3197,92.354,159325
AMD,2020-12-23 14:25:00,92.4086,92.1912,92.5148,92.185,145529
AMD,2020-12-23 14:30:00,92.0648,92.2776,92.4434,92.2462,152393
AMD,2020-12-23 14:35:00,92.6368,92.2428,92.4687,92.3532,131106
AMD,2020-12-23 14:40:00,92.1854,92.362,92.5997,92.3985,162071
AMD,2020-12-23 14:45:00,92.2774,92.2562,92.5746,92.2276,155079
AMD,2020-12-23 14:50:00,92.0643,92.2638,92.3322,92.2624,134735
AMD,2020-12-23 14:55:00,92.3533,91.6961,92.5303,92.425,160052
AMD,2020-12-23 15:00:00,92.3007,92.3148,92.2152,92.3135,154232
AMD,2020-12-23 15:05:00,92.2928,92.2155,92.4847,92.0176,139061
AMD,2020-12-23 15:10:00,92.2999,92.3188,92.1205,92.2997,149939
AMD,2020-12-23 15:15:00,92.5357,91.8337,92.3337,92.6072,154694
AMD,2020-12-23 15:20:00,92.2473,92.1564,92.5289,91.948,210097
AMD,2020-12-23 15:25:00,92.2146,92.1241,92.1378,92.1548,206688
AMD,2020-12-23 15:30:00,91.9621,92.1634,92.2879,92.1882,329581
AMD,2020-12-23 15:35:00,92.0858,92.1784,91.9913,91.9727,255450
AMD,2020-12-23 15:40:00,92.4473,91.9363,92.0434,92.1292,211858
AMD,2020-12-23 15:45:00,92.2347,91.9401,91.6805,91.6221,280419
AMD,2020-12-23 15:50:00,91.8782,91.2486,91.6106,91.847,759775
AMD,2020-12-23 15:55:00,91.3361,91.5819,91.7461,91.1732,883210
AMD,2020-12-24 09:30:00,91.6667,91.7062,92.0132,91.4789,1264070
AMD,2020-12-24 09:35:00,91.6223,91.235,91.902,91.757,605861
AMD,2020-12-24 09:40:00,91.4763,91.8738,92.2762,92.2003,850575
AMD,2020-12-24 09:45:00,92.2288,92.1535,92.0385,92.0316,446867
AMD,2020-12-24 09:50:00,92.4309,92.0479,92.4119,92.4636,600373
AMD,2020-12-24 09:55:00,92.3544,91.7312,92.4044,92.0938,423862
AMD,2020-12-24 10:00:00,91.5494,91.4641,91.9348,91.343,616563
AMD,2020-12-24 10:05:00,91.0702,91.6273,91.7481,91.7397,555185
AMD,2020-12-24 10:10:00,91.7363,91.317,91.6922,91.6077,413670
AMD,2020-12-24 10:15:00,91.7415,91.5514,91.904,92.0814,562814
AMD,2020-12-24 10:20:00,91.6874,91.5358,91.8063,91.7307,418098
AMD,2020-12-24 10:25:00,91.9348,92.017,91.9661,91.935,405971
AMD,2020-12-24 10:30:00,91.565,91.6688,92.4846,92.4127,597306
AMD,2020-12-24 10:35:00,91.9488,92.1491,92.434,92.2924,426223
AMD,2020-12-24 10:40:00,92.2297,92.1094,92.3908,92.0822,444646
AMD,2020-12-24 10:45:00,92.2407,92.1557,92.4553,92.4545,239160
AMD,2020-12-24 10:50:00,92.1805,92.1653,92.2279,92.0017,333607
AMD,2020-12-24 10:55:00,92.3993,92.2641,92.0929,91.8324,428910
AMD,2020-12-24 11:00:00,92.1076,91.9549,92.4044,92.0784,430672
AMD,2020-12-24 11:05:00,92.2798,92.3493,92.4672,92.0526,356711
AMD,2020-12-24 11:10:00,92.1182,91.8456,92.3541,92.1698,303684
AMD,2020-12-24 11:15:00,92.4399,91.716,92.04,91.8834,271952
AMD,2020-12-24 11:20:00,91.8977,91.8873,92.1894,91.7898,404836
AMD,2020-12-24 11:25:00,91.8719,91.9612,91.8575,92.1103,184593
AMD,2020-12-24 11:30:00,91.5552,92.0818,92.2291,92.0507,205031
AMD,2020-12-24 11:35:00,92.0292,91.5977,91.7357,92.0055,167961
AMD,2020-12-24 11:40:00,91.9935,92.2436,91.9332,92.0036,155247
AMD,2020-12-24 11:45:00,92.2175,91.9013,92.282,92.0935,173721
AMD,2020-12-24 11:50:00,92.2197,91.8809,92.1838,92.0324,192179
AMD,2020-12-24 11:55:00,92.0075,92.0907,91.9863,91.9711,409354
AMD,2020-12-24 12:00:00,91.9408,91.8802,91.8018,91.8267,321396
AMD,2020-12-24 12:05:00,91.5449,91.5181,91.6292,91.5723,303481
AMD,2020-12-24 12:10:00,91.4358,91.4811,91.5841,91.5387,253034
AMD,2020-12-24 12:15:00,91.4236,91.4402,91.6685,91.6258,313366
AMD,2020-12-24 12:20:00,91.4141,91.4317,91.6822,91.6187,195848
AMD,2020-12-24 12:25:00,91.5189,91.6246,91.8089,91.9789,154663
AMD,2020-12-24 12:30:00,91.5102,91.5401,91.6551,91.7059,205453
AMD,2020-12-24 12:35:00,91.5742,91.5133,91.5666,91.5512,249599
AMD,2020-12-24 12:40:00,91.1226,91.4916,91.7952,91.5758,174679
AMD,2020-12-24 12:45:00,91.649,91.3413,91.3474,91.9469,217809
AMD,2020-12-24 12:50:00,91.8173,91.629,91.8573,91.9676,394292
AMD,2020-12-24 12:55:00,91.6541,91.6638,91.9261,91.7562,567407
AMD,2020-12-28 09:30:00,93.2287,92.1777,92.7791,92.6998,1357878
AMD,2020-12-28 09:35:00,92.7079,92.5766,93.0381,93.024,936570
AMD,2020-12-28 09:40:00,92.635,92.7517,93.0799,92.6168,897788
AMD,2020-12-28 09:45:00,92.9681,92.0599,92.7674,92.1161,756344
AMD,2020-12-28 09:50:00,92.2859,92.145,92.5195,92.1496,488108
AMD,2020-12-28 09:55:00,92.5016,92.1688,92.5133,92.4225,454804
AMD,2020-12-28 10:00:00,92.3423,92.0344,92.351,92.2081,603486
AMD,2020-12-28 10:05:00,92.0321,91.412,92.0714,91.8636,597207
AMD,2020-12-28 10:10:00,91.8542,91.4821,92.2013,91.6639,696574
AMD,2020-12-28 10:15:00,91.5635,90.7204,91.6739,90.7151,1101143
AMD,2020-12-28 10:20:00,90.4101,90.9581,91.1542,91.2422,924472
AMD,2020-12-28 10:25:00,91.1578,90.8439,91.139,90.8901,518016
AMD,2020-12-28 10:30:00,90.9626,91.0564,91.2822,91.2608,451392
AMD,2020-12-28 10:35:00,91.2716,90.996,91.3828,91.7296,454424
AMD,2020-12-28 10:40:00,91.6121,91.6507,91.547,91.5609,383707
AMD,2020-12-28 10:45:00,91.5033,91.5111,91.5195,91.6634,410411
AMD,2020-12-28 10:50:00,91.7327,91.5933,92.2393,91.8997,403659
AMD,2020-12-28 10:55:00,92.0225,91.8973,91.8719,92.1834,441073
AMD,2020-12-28 11:00:00,92.1021,91.9928,92.5303,92.3717,498268
AMD,2020-12-28 11:05:00,92.3072,92.0526,92.5138,92.3665,367170
AMD,2020-12-28 11:10:00,92.5334,92.3454,92.7608,92.3739,357831
AMD,2020-12-28 11:15:00,92.1711,92.2577,92.2568,92.1122,284585
AMD,2020-12-28 11:20:00,92.1002,92.2021,92.1466,92.3525,263462
AMD,2020-12-28 11:25:00,92.0872,92.4322,92.4997,92.6468,275036
AMD,2020-12-28 11:30:00,92.4511,91.853,92.7483,92.295,319588
AMD,2020-12-28 11:35:00,92.1454,92.1109,92.4525,92.1617,233763
AMD,2020-12-28 11:40:00,92.3892,92.0365,92.7394,92.2731,320738
AMD,2020-12-28 11:45:00,92.3723,92.2314,92.3264,92.1281,236958
AMD,2020-12-28 11:50:00,91.9516,92.0818,92.1706,92.5046,397149
AMD,2020-12-28 11:55:00,92.2983,92.3935,92.3145,91.8978,263317
AMD,2020-12-28 12:00:00,92.173,92.2404,92.1503,91.8194,199906
AMD,2020-12-28 12:05:00,92.3496,92.1946,92.0095,91.7829,203283
AMD,2020-12-28 12:10:00,91.8827,91.9823,92.0682,92.1028,205357
AMD,2020-12-28 12:15:00,92.1207,91.7361,92.0439,91.8767,189017
AMD,2020-12-28 12:20:00,91.7749,91.7363,92.0294,91.9804,357979
AMD,2020-12-28 12:25:00,91.9149,91.7602,91.7243,91.7569,218361
AMD,2020-12-28 12:30:00,91.6559,91.5523,91.9494,92.6021,837999
AMD,2020-12-28 12:35:00,91.8955,92.3849,92.5197,92.6772,526457
AMD,2020-12-28 12:40:00,92.669,92.2719,92.656,92.631,454511
AMD,2020-12-28 12:45:00,92.4528,92.3347,92.6694,92.7556,512920
AMD,2020-12-28 12:50:00,92.2572,92.5613,92.5608,92.4829,281089
AMD,2020-12-28 12:55:00,92.1643,92.3026,92.6421,92.5869,320079
AMD,2020-12-28 13:00:00,92.2981,92.0943,92.3506,92.1747,190583
AMD,2020-12-28 13:05:00,91.9143,91.973,92.1852,92.1519,170483
AMD,2020-12-28 13:10:00,92.2211,91.8411,91.7022,92.3075,164642
AMD,2020-12-28 13:15:00,92.2921,91.9062,92.479,92.1303,319617
AMD,2020-12-28 13:20:00,92.124,92.0044,92.512,92.1294,554103
AMD,2020-12-28 13:25:00,92.1452,92.1518,92.2324,92.4222,168498
AMD,2020-12-28 13:30:00,92.2169,92.0722,92.3921,91.7748,187004
AMD,2020-12-28 13:35:00,92.0512,91.977,91.8786,92.493,163252
AMD,2020-12-28 13:40:00,92.0346,91.8437,92.0718,92.0807,179625
AMD,2020-12-28 13:45:00,91.7702,91.8947,91.8127,91.7004,171474
AMD,2020-12-28 13:50:00,91.7275,91.8167,91.8907,92.0172,168902
AMD,2020-12-28 13:55:00,91.9034,91.3376,92.2937,91.9657,197210
AMD,2020-12-28 14:00:00,91.6333,91.9002,91.8564,91.4863,165979
AMD,2020-12-28 14:05:00,91.7826,91.6706,91.7709,91.3718,248404
AMD,2020-12-28 14:10:00,91.5817,91.7424,91.6622,91.6924,203799
AMD,2020-12-28 14:15:00,91.8252,91.8105,91.5867,91.9725,189415
AMD,2020-12-28 14:20:00,91.7615,91.6362,92.2251,91.8069,191060
AMD,2020-12-28 14:25:00,91.963,91.5898,91.3624,91.916,249994
AMD,2020-12-28 14:30:00,91.77,91.8711,91.8542,91.7055,210770
AMD,2020-12-28 14:35:00,91.7887,91.681,91.8027,91.7115,331455
AMD,2020-12-28 14:40:00,91.5792,91.5723,91.8699,91.7493,241761
AMD,2020-12-28 14:45:00,91.4943,91.4413,92.0516,91.4854,242419
AMD,2020-12-28 14:50:00,91.6262,91.5113,91.6711,91.5758,245937
AMD,2020-12-28 14:55:00,91.4099,91.5107,91.5456,91.2367,157279
AMD,2020-12-28 15:00:00,91.576,91.4042,91.9973,91.8924,268707
AMD,2020-12-28 15:05:00,91.7632,91.182,91.6073,91.4667,223296
AMD,2020-12-28 15:10:00,91.5537,91.4836,91.6794,91.8649,178044
AMD,2020-12-28 15:15:00,91.612,91.4053,91.8752,91.7561,233768
AMD,2020-12-28 15:20:00,91.6047,91.67,92.075,91.9616,171835
AMD,2020-12-28 15:25:00,91.636,92.133,91.3086,91.9562,457604
AMD,2020-12-28 15:30:00,91.7988,91.3019,91.3608,91.6946,235987
AMD,2020-12-28 15:35:00,91.6569,91.6656,91.8217,91.4542,336679
AMD,2020-12-28 15:40:00,91.3866,91.7114,91.7486,91.6054,292234
AMD,2020-12-28 15:45:00,91.8173,91.7711,91.2704,91.6579,283298
AMD,2020-12-28 15:50:00,91.4761,91.3631,91.6336,91.9221,444072
AMD,2020-12-28 15:55:00,91.792,91.4455,91.4735,91.5767,649640
AMD,2020-12-29 09:30:00,91.7659,91.1816,92.1053,91.4271,1003534
AMD,2020-12-29 09:35:00,91.7515,91.3715,91.6722,91.5618,800743
AMD,2020-12-29 09:40:00,91.533,91.7296,92.5088,91.8725,806120
AMD,2020-12-29 09:45:00,91.8497,92.0481,92.5662,92.1991,720889
AMD,2020-12-29 09:50:00,92.1451,91.7487,92.3382,91.7873,601836
AMD,2020-12-29 09:55:00,91.8932,91.4408,92.1008,91.7319,593217
AMD,2020-12-29 10:00:00,91.5071,91.371,91.4972,91.7984,652573
AMD,2020-12-29 10:05:00,91.3156,91.193,91.4495,91.1772,594255
AMD,2020-12-29 10:10:00,91.8136,90.5089,91.201,90.6848,1171106
AMD,2020-12-29 10:15:00,90.9335,90.2166,90.7381,90.6595,571906
AMD,2020-12-29 10:20:00,90.4377,90.6129,90.9328,90.7699,504478
AMD,2020-12-29 10:25:00,90.8721,90.653,91.0729,91.3977,461031
AMD,2020-12-29 10:30:00,90.9119,91.0255,91.0411,91.2238,423786
AMD,2020-12-29 10:35:00,91.4017,90.8826,91.198,91.2821,365071
AMD,2020-12-29 10:40:00,91.3233,90.8182,91.238,90.9316,267518
AMD,2020-12-29 10:45:00,91.5564,91.0652,90.9385,90.9838,438088
AMD,2020-12-29 10:50:00,91.3845,90.7394,91.4732,91.6459,446856
AMD,2020-12-29 10:55:00,91.1755,91.1246,91.5287,90.8356,392637
AMD,2020-12-29 11:00:00,90.6986,91.1192,91.5223,91.1205,267079
AMD,2020-12-29 11:05:00,91.4989,91.1517,90.6938,91.2765,203819
AMD,2020-12-29 11:10:00,91.2362,90.6881,91.3871,90.9072,265359
AMD,2020-12-29 11:15:00,90.7125,90.6668,91.0534,90.6509,653143
AMD,2020-12-29 11:20:00,90.655,90.5797,90.7373,90.9331,409196
AMD,2020-12-29 11:25:00,90.637,90.4927,90.9265,90.7177,219301
AMD,2020-12-29 11:30:00,90.8424,90.651,90.7779,91.3086,296457
AMD,2020-12-29 11:35:00,91.0695,90.9203,90.6327,90.8743,241090
AMD,2020-12-29 11:40:00,90.8077,90.3974,90.9184,90.3862,275078
AMD,2020-12-29 11:45:00,90.4584,89.9024,90.7792,89.9938,991219
AMD,2020-12-29 11:50:00,90.3096,89.7632,90.24,90.1555,1003715
AMD,2020-12-29 11:55:00,89.8035,89.7943,90.3311,89.6681,518355
AMD,2020-12-29 12:00:00,90.0285,89.9079,89.9912,90.1714,392750
AMD,2020-12-29 12:05:00,89.718,90.0874,90.1356,90.3522,260374
AMD,2020-12-29 12:10:00,89.9103,89.4262,90.0365,89.8271,571096
AMD,2020-12-29 12:15:00,89.7929,89.5633,90.0239,89.6859,326027
AMD,2020-12-29 12:20:00,89.883,89.4937,89.5381,89.8546,614223
AMD,2020-12-29 12:25:00,89.9471,89.4022,90.2186,89.9638,681783
AMD,2020-12-29 12:30:00,89.6098,89.5077,89.7844,89.7915,412755
AMD,2020-12-29 12:35:00,90.2156,89.9315,90.0401,89.7741,633751
AMD,2020-12-29 12:40:00,89.9232,89.5387,89.9185,89.8654,441924
AMD,2020-12-29 12:45:00,89.8952,89.4412,89.9498,89.3828,289471
AMD,2020-12-29 12:50:00,89.8145,89.5546,89.8848,89.8943,310118
AMD,2020-12-29 12:55:00,90.0,90.087,89.9485,89.9614,421633
AMD,2020-12-29 13:00:00,89.9746,89.7174,90.1287,89.7285,239962
AMD,2020-12-29 13:05:00,89.8785,90.1984,90.118,90.2025,349472
AMD,2020-12-29 13:10:00,90.2957,90.1171,90.5281,90.1953,231942
AMD,2020-12-29 13:15:00,90.3963,90.4264,90.2731,89.969,215813
AMD,2020-12-29 13:20:00,90.3473,90.0253,90.3365,90.2664,336911
AMD,2020-12-29 13:25:00,90.3856,90.3266,90.452,90.2316,200644
AMD,2020-12-29 13:30:00,89.9644,89.9346,90.2751,90.1868,224023
AMD,2020-12-29 13:35:00,90.2991,90.0122,90.1455,89.9571,301322
AMD,2020-12-29 13:40:00,90.3935,89.7454,90.35,90.3024,260474
AMD,2020-12-29 13:45:00,90.1012,89.8498,90.1041,89.9029,181617
AMD,2020-12-29 13:50:00,90.1166,90.3092,90.6326,90.1685,241146
AMD,2020-12-29 13:55:00,90.195,90.3236,90.2765,90.0454,208374
AMD,2020-12-29 14:00:00,90.3053,90.3599,90.2852,90.3556,207195
AMD,2020-12-29 14:05:00,90.2154,90.6418,90.3777,90.3724,150732
AMD,2020-12-29 14:10:00,90.6152,90.3855,90.4618,90.0572,210166
AMD,2020-12-29 14:15:00,90.3829,90.1163,90.1733,90.3899,290379
AMD,2020-12-29 14:20:00,90.288,89.7188,90.253,90.2925,286174
AMD,2020-12-29 14:25:00,90.3682,90.1059,89.989,89.9034,159574
AMD,2020-12-29 14:30:00,90.1825,89.8947,89.9345,90.0659,135279
AMD,2020-12-29 14:35:00,90.4951,90.0224,90.2425,90.2207,163292
AMD,2020-12-29 14:40:00,90.0801,89.8884,90.2233,89.9854,150747
AMD,2020-12-29 14:45:00,89.8875,90.0569,90.1758,90.2966,235211
AMD,2020-12-29 14:50:00,89.8839,89.9776,90.103,90.0464,288933
AMD,2020-12-29 14:55:00,90.4052,90.1465,90.52,90.3192,183517
AMD,2020-12-29 15:00:00,90.2381,89.9028,89.857,89.8887,212192
AMD,2020-12-29 15:05:00,90.3007,90.1126,90.4212,90.3652,172978
AMD,2020-12-29 15:10:00,90.3163,90.3002,90.6554,90.5818,226619
AMD,2020-12-29 15:15:00,90.4856,90.4815,90.5931,90.6706,164104
AMD,2020-12-29 15:20:00,90.2231,90.326,90.2209,90.8137,246005
AMD,2020-12-29 15:25:00,90.5566,90.2284,90.4842,90.4787,305965
AMD,2020-12-29 15:30:00,90.677,90.3619,90.419,90.6889,349498
AMD,2020-12-29 15:35:00,90.2092,90.545,90.8874,90.8784,425277
AMD,2020-12-29 15:40:00,91.0001,90.6917,90.8983,90.6732,290483
AMD,2020-12-29 15:45:00,90.6237,90.4056,90.5737,90.5556,445334
AMD,2020-12-29 15:50:00,90.0853,90.5322,90.6682,90.4651,467561
AMD,2020-12-29 15:55:00,90.7733,90.343,90.7939,90.428,836633
AMD,2021-01-15 09:30:00,90.7601,90.6463,91.6498,90.8943,1978354
AMD,2021-01-15 09:35:00,90.7885,90.6483,90.7382,90.7361,1032814
AMD,2021-01-15 09:40:00,90.3276,90.3153,90.9358,90.6994,1098609
AMD,2021-01-15 09:45:00,90.2589,90.4608,90.562,90.8669,700969
AMD,2021-01-15 09:50:00,90.5616,90.3015,90.5396,90.9131,1431137
AMD,2021-01-15 09:55:00,90.6464,90.3208,90.6541,90.1374,741816
AMD,2021-01-15 10:00:00,90.6189,90.1112,90.6963,90.344,2480878
AMD,2021-01-15 10:05:00,89.7535,89.6518,89.787,89.5207,1570881
AMD,2021-01-15 10:10:00,89.997,89.3095,89.8769,89.6956,936055
AMD,2021-01-15 10:15:00,89.4794,88.4462,91.1498,88.4655,2211482
AMD,2021-01-15 10:20:00,88.5802,88.4542,88.9103,88.7722,1798350
AMD,2021-01-15 10:25:00,88.8194,88.6585,89.6562,89.2853,928332
AMD,2021-01-15 10:30:00,89.4089,88.9388,89.3678,89.1922,653607
AMD,2021-01-15 10:35:00,89.0773,88.9312,89.8075,89.5551,936078
AMD,2021-01-15 10:40:00,89.2993,89.3284,89.0369,89.5021,454916
AMD,2021-01-15 10:45:00,89.4155,89.2162,89.3955,88.7099,773415
AMD,2021-01-15 10:50:00,88.9077,88.8123,89.1057,89.2522,546158
AMD,2021-01-15 10:55:00,89.0134,88.768,89.2874,89.0433,838172
AMD,2021-01-15 11:00:00,89.0404,88.6266,89.308,88.6278,634535
AMD,2021-01-15 11:05:00,88.8196,88.5106,89.0995,88.8176,705155
AMD,2021-01-15 11:10:00,88.5593,88.8124,89.0881,89.1622,404483
AMD,2021-01-15 11:15:00,89.0478,88.9528,89.2572,89.1771,544889
AMD,2021-01-15 11:20:00,89.4761,89.0268,89.6078,89.7173,464178
AMD,2021-01-15 11:25:00,89.4797,88.9673,89.6354,89.6173,522484
AMD,2021-01-15 11:30:00,89.2989,89.2674,89.3023,89.5179,551624
AMD,2021-01-15 11:35:00,89.7856,89.5788,89.4107,89.0049,354380
AMD,2021-01-15 11:40:00,89.5366,89.5052,89.4322,89.3802,513656
AMD,2021-01-15 11:45:00,89.6833,89.377,89.4165,89.4517,271149
AMD,2021-01-15 11:50:00,89.1442,89.1812,89.9036,89.4969,355305
AMD,2021-01-15 11:55:00,89.5432,89.2526,89.3268,89.0734,396820
AMD,2021-01-15 12:00:00,89.2738,88.6756,89.1043,89.4444,301654
AMD,2021-01-15 12:05:00,89.3874,89.3017,89.3895,89.5677,288466
AMD,2021-01-15 12:10:00,89.8917,89.1961,89.2745,89.4594,384094
AMD,2021-01-15 12:15:00,89.0877,89.204,89.6958,89.6733,358645
AMD,2021-01-15 12:20:00,89.5892,89.2673,89.2659,89.2997,304240
AMD,2021-01-15 12:25:00,89.4053,89.3122,89.2021,89.2345,265817
AMD,2021-01-15 12:30:00,89.5763,89.2672,89.5161,89.592,427156
AMD,2021-01-15 12:35:00,89.5282,89.5307,89.6726,89.5596,380307
AMD,2021-01-15 12:40:00,89.4041,89.6809,89.438,89.5239,291297
AMD,2021-01-15 12:45:00,89.4915,89.4846,89.7605,89.6769,204393
AMD,2021-01-15 12:50:00,89.7673,89.7144,89.5518,89.8847,255674
AMD,2021-01-15 12:55:00,89.7522,89.2032,89.8782,89.4566,417790
AMD,2021-01-15 13:00:00,89.6701,89.1586,89.8678,89.4506,403255
AMD,2021-01-15 13:05:00,89.6675,89.3294,89.5453,89.426,233270
AMD,2021-01-15 13:10:00,89.629,89.7965,89.1848,89.7191,330956
AMD,2021-01-15 13:15:00,89.4231,89.426,89.6603,89.5408,460280
AMD,2021-01-15 13:20:00,89.5886,89.785,90.2327,89.7143,276328
AMD,2021-01-15 13:25:00,89.602,89.472,89.8772,89.2452,186296
AMD,2021-01-15 13:30:00,89.3544,89.3887,89.4638,89.2181,299682
AMD,2021-01-15 13:35:00,89.4199,89.421,89.6915,89.2639,395186
AMD,2021-01-15 13:40:00,89.3339,89.159,89.541,89.1467,287589
AMD,2021-01-15 13:45:00,89.3167,88.9461,89.3401,88.9639,405154
AMD,2021-01-15 13:50:00,88.9555,88.8481,89.2668,89.1665,304745
AMD,2021-01-15 13:55:00,89.3991,88.9011,89.2883,89.4145,303284
AMD,2021-01-15 14:00:00,89.6872,88.8349,88.9341,89.3425,248804
AMD,2021-01-15 14:05:00,89.1271,89.0661,89.3684,89.0174,401272
AMD,2021-01-15 14:10:00,88.7489,88.9196,88.8416,88.8595,547492
AMD,2021-01-15 14:15:00,88.7261,88.8895,88.5588,88.6861,324408
AMD,2021-01-15 14:20:00,88.7018,88.4806,89.0279,88.9181,317599
AMD,2021-01-15 14:25:00,88.6039,88.7348,88.8414,89.1075,402215
AMD,2021-01-15 14:30:00,88.8905,89.2568,88.9329,88.9049,218995
AMD,2021-01-15 14:35:00,89.1292,88.8722,89.098,89.0521,563119
AMD,2021-01-15 14:40:00,89.3167,88.5589,88.985,89.1699,487702
AMD,2021-01-15 14:45:00,89.2714,89.1552,88.9636,89.122,193781
AMD,2021-01-15 14:50:00,89.0831,89.2883,89.0127,88.8671,216752
AMD,2021-01-15 14:55:00,89.3257,88.9791,88.9593,89.0532,251804
AMD,2021-01-15 15:00:00,89.0897,88.5468,89.0777,88.9007,261112
AMD,2021-01-15 15:05:00,88.946,89.0646,89.0341,88.9997,419276
AMD,2021-01-15 15:10:00,88.965,88.7634,89.2949,88.7897,352301
AMD,2021-01-15 15:15:00,89.0898,89.0597,89.2606,88.8745,363172
AMD,2021-01-15 15:20:00,89.2648,88.9528,89.276,88.9973,364246
AMD,2021-01-15 15:25:00,89.2741,88.8152,89.0805,88.9121,331033
AMD,2021-01-15 15:30:00,89.024,88.5075,88.6795,88.6034,830890
AMD,2021-01-15 15:35:00,88.4248,88.7581,88.7943,88.9298,541607
AMD,2021-01-15 15:40:00,88.9322,88.1535,89.036,88.6517,650254
AMD,2021-01-15 15:45:00,88.6756,88.3433,88.9766,88.6929,1089156
AMD,2021-01-15 15:50:00,88.4627,88.2127,88.6264,88.1785,1231867
AMD,2021-01-15 15:55:00,88.1034,88.1105,88.3295,87.5881,1944083
AMD,2021-01-19 09:30:00,89.8499,87.929,89.6622,88.3781,2921943
AMD,2021-01-19 09:35:00,88.1636,88.1107,88.9812,88.7622,1251268
AMD,2021-01-19 09:40:00,88.9052,88.4906,89.2194,88.7278,1040065
AMD,2021-01-19 09:45:00,89.1569,88.6878,89.7235,88.8869,1156632
AMD,2021-01-19 09:50:00,88.7125,87.9797,88.8767,88.2475,1111123
AMD,2021-01-19 09:55:00,87.819,88.1837,88.6062,88.4,832759
AMD,2021-01-19 10:00:00,88.5202,88.0705,88.8313,88.5273,1015879
AMD,2021-01-19 10:05:00,88.6755,87.7434,88.9004,88.2142,867018
AMD,2021-01-19 10:10:00,88.1163,87.7247,88.4244,87.8666,782990
AMD,2021-01-19 10:15:00,88.1168,87.9394,88.5502,88.0103,576154
AMD,2021-01-19 10:20:00,87.8248,87.4294,87.906,87.8463,794494
AMD,2021-01-19 10:25:00,87.5487,87.6161,88.2798,88.5455,490082
AMD,2021-01-19 10:30:00,88.3575,87.7759,89.2277,87.6211,436050
AMD,2021-01-19 10:35:00,87.8413,87.7838,88.1568,87.4774,939609
AMD,2021-01-19 10:40:00,87.296,87.5959,87.6471,87.9562,718649
AMD,2021-01-19 10:45:00,87.7519,87.5299,87.809,87.8035,421463
AMD,2021-01-19 10:50:00,87.8571,87.709,87.7203,87.7116,408595
AMD,2021-01-19 10:55:00,87.9882,87.6625,87.9628,88.3656,417662
AMD,2021-01-19 11:00:00,87.802,88.0905,88.2955,87.9494,560267
AMD,2021-01-19 11:05:00,88.0746,87.5805,88.0389,88.0413,407123
AMD,2021-01-19 11:10:00,88.1757,87.9936,88.0638,88.1074,466103
AMD,2021-01-19 11:15:00,88.1642,87.8036,88.1156,88.2872,555631
AMD,2021-01-19 11:20:00,87.9991,87.8946,88.3066,88.2274,431042
AMD,2021-01-19 11:25:00,88.24,87.9963,88.4184,88.1258,273882
AMD,2021-01-19 11:30:00,88.1535,87.9218,88.3346,87.8201,288820
AMD,2021-01-19 11:35:00,88.2016,87.5098,88.023,87.6903,414587
AMD,2021-01-19 11:40:00,87.7436,87.4975,88.2521,87.813,269484
AMD,2021-01-19 11:45:00,88.3209,87.8282,87.9166,88.051,774522
AMD,2021-01-19 11:50:00,87.9974,87.6969,88.0351,87.7576,359972
AMD,2021-01-19 11:55:00,87.9355,87.8031,88.3055,87.4714,378748
AMD,2021-01-19 12:00:00,87.5541,87.2653,87.8844,87.6143,497602
AMD,2021-01-19 12:05:00,88.0075,87.4057,87.6331,87.2568,563924
AMD,2021-01-19 12:10:00,87.2096,87.5893,88.032,87.6237,566244
AMD,2021-01-19 12:15:00,87.7417,87.5867,87.8033,87.6666,281952
AMD,2021-01-19 12:20:00,87.793,87.3406,87.9878,88.1395,542544
AMD,2021-01-19 12:25:00,88.1131,88.0824,88.1759,87.7859,290426
AMD,2021-01-19 12:30:00,87.789,87.9534,88.4016,88.3287,401390
AMD,2021-01-19 12:35:00,87.9646,88.0529,88.1609,87.9956,386062
AMD,2021-01-19 12:40:00,87.931,88.1398,88.1267,88.3478,545389
AMD,2021-01-19 12:45:00,88.3012,88.441,88.7579,88.2171,447025
AMD,2021-01-19 12:50:00,88.1334,88.2686,88.525,87.9781,307468
AMD,2021-01-19 12:55:00,88.1576,88.1768,88.3046,88.3502,296999
AMD,2021-01-19 13:00:00,88.3395,88.2805,88.5858,88.3072,267724
AMD,2021-01-19 13:05:00,88.7148,88.2372,88.1893,88.7511,312443
AMD,2021-01-19 13:10:00,88.9136,88.638,88.8403,88.5121,407337
AMD,2021-01-19 13:15:00,88.7978,88.4417,88.7492,88.9241,303891
AMD,2021-01-19 13:20:00,88.4545,88.4833,88.7783,88.6887,246817
AMD,2021-01-19 13:25:00,88.4408,88.4203,88.4808,88.8924,337136
AMD,2021-01-19 13:30:00,89.014,88.4593,89.1565,88.5723,361246
AMD,2021-01-19 13:35:00,88.7008,88.3577,88.8227,88.4929,251215
AMD,2021-01-19 13:40:00,88.6092,88.7589,88.8446,88.7738,184999
AMD,2021-01-19 13:45:00,88.6489,88.4006,88.7015,88.6489,267645
AMD,2021-01-19 13:50:00,88.6617,88.7112,88.6602,88.7818,208093
AMD,2021-01-19 13:55:00,88.6807,88.8585,89.1765,88.9337,371294
